Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
Workers,Occupation,"Civilian employed population 16 years and over","356,975","(+/-8,289)","371,260","(+/-7,074)","345,373","(+/-10,265)","374,624","(+/-11,940)","420,574","(+/-10,110)","339,140","(+/-11,067)","399,376","(+/-8,031)","362,697","(+/-7,473)","434,918","(+/-12,510)","417,470","(+/-13,391)","369,389","(+/-11,530)","354,127","(+/-9,399)","374,573","(+/-8,218)","414,631","(+/-13,011)","399,943","(+/-15,314)","399,012","(+/-12,282)","346,865","(+/-8,507)","372,976","(+/-10,839)","345,402","(+/-9,179)","412,992","(+/-12,637)","372,656","(+/-8,772)","362,304","(+/-12,628)","393,267","(+/-11,667)","375,886","(+/-11,078)","416,234","(+/-11,544)","405,379","(+/-10,748)","401,673","(+/-12,178)","391,479","(+/-12,013)"
Workers,Occupation,"Management, business, science, and arts occupations","140,183","(+/-6,598)","153,178","(+/-7,211)","145,478","(+/-7,525)","143,120","(+/-7,430)","201,772","(+/-8,841)","121,335","(+/-7,552)","179,088","(+/-7,668)","156,691","(+/-7,008)","160,031","(+/-8,429)","171,916","(+/-8,556)","165,831","(+/-9,488)","135,459","(+/-6,812)","165,504","(+/-7,547)","185,580","(+/-6,651)","166,392","(+/-10,313)","163,505","(+/-7,551)","135,780","(+/-5,721)","129,011","(+/-7,475)","139,352","(+/-6,801)","134,847","(+/-7,387)","148,661","(+/-7,990)","148,976","(+/-8,198)","180,745","(+/-8,296)","134,777","(+/-6,591)","182,029","(+/-9,132)","137,300","(+/-7,368)","186,428","(+/-7,934)","139,252","(+/-7,146)"
Workers,Occupation,"Service occupations","70,281","(+/-5,352)","71,251","(+/-5,505)","57,156","(+/-5,233)","57,152","(+/-5,275)","60,673","(+/-5,502)","63,162","(+/-5,800)","60,023","(+/-5,910)","58,344","(+/-5,034)","86,844","(+/-7,630)","81,475","(+/-7,820)","59,720","(+/-5,339)","62,913","(+/-4,958)","62,008","(+/-4,601)","70,355","(+/-6,923)","70,176","(+/-6,596)","70,088","(+/-6,046)","64,865","(+/-5,104)","69,607","(+/-5,551)","60,164","(+/-4,996)","101,446","(+/-7,265)","66,919","(+/-5,401)","74,690","(+/-6,361)","65,263","(+/-6,055)","88,702","(+/-6,440)","73,332","(+/-6,074)","80,864","(+/-5,532)","70,821","(+/-5,627)","70,783","(+/-4,929)"
Workers,Occupation,"Sales and office occupations","75,115","(+/-5,592)","79,052","(+/-5,644)","72,620","(+/-6,413)","89,022","(+/-7,036)","100,433","(+/-6,810)","76,825","(+/-5,190)","90,194","(+/-6,965)","78,516","(+/-5,820)","96,311","(+/-6,711)","86,888","(+/-7,637)","77,416","(+/-6,563)","84,646","(+/-5,889)","84,011","(+/-4,732)","87,917","(+/-5,786)","84,450","(+/-6,384)","86,806","(+/-6,576)","74,774","(+/-4,359)","74,748","(+/-5,084)","79,851","(+/-5,160)","85,901","(+/-5,644)","85,377","(+/-6,869)","70,870","(+/-5,867)","86,180","(+/-6,575)","75,349","(+/-5,140)","97,849","(+/-7,522)","84,955","(+/-6,556)","77,897","(+/-4,829)","92,521","(+/-5,874)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","34,997","(+/-2,832)","34,730","(+/-3,435)","30,303","(+/-3,754)","33,317","(+/-4,680)","24,218","(+/-3,813)","30,947","(+/-3,717)","30,176","(+/-3,711)","32,551","(+/-3,437)","35,559","(+/-4,478)","28,826","(+/-4,600)","29,302","(+/-4,741)","31,575","(+/-3,406)","24,878","(+/-3,541)","27,054","(+/-3,691)","32,132","(+/-4,269)","38,900","(+/-5,462)","37,518","(+/-3,868)","50,212","(+/-4,453)","34,011","(+/-4,170)","36,312","(+/-4,485)","35,701","(+/-4,667)","35,802","(+/-4,155)","28,070","(+/-4,058)","31,905","(+/-4,478)","27,599","(+/-3,604)","46,420","(+/-4,465)","29,612","(+/-3,463)","46,159","(+/-4,660)"
Workers,Occupation,"Production, transportation, and material moving occupations","36,399","(+/-3,295)","33,049","(+/-3,320)","39,816","(+/-4,652)","52,013","(+/-5,668)","33,478","(+/-4,565)","46,871","(+/-5,447)","39,895","(+/-4,336)","36,595","(+/-4,013)","56,173","(+/-5,450)","48,365","(+/-4,947)","37,120","(+/-4,826)","39,534","(+/-4,761)","38,172","(+/-4,089)","43,725","(+/-5,005)","46,793","(+/-5,017)","39,713","(+/-4,897)","33,928","(+/-3,425)","49,398","(+/-4,723)","32,024","(+/-4,162)","54,486","(+/-4,725)","35,998","(+/-3,684)","31,966","(+/-3,593)","33,009","(+/-4,387)","45,153","(+/-4,624)","35,425","(+/-4,421)","55,840","(+/-4,831)","36,915","(+/-4,196)","42,764","(+/-4,062)"
Workers,Industry,"Civilian employed population 16 years and over","356,975","(+/-8,289)","371,260","(+/-7,074)","345,373","(+/-10,265)","374,624","(+/-11,940)","420,574","(+/-10,110)","339,140","(+/-11,067)","399,376","(+/-8,031)","362,697","(+/-7,473)","434,918","(+/-12,510)","417,470","(+/-13,391)","369,389","(+/-11,530)","354,127","(+/-9,399)","374,573","(+/-8,218)","414,631","(+/-13,011)","399,943","(+/-15,314)","399,012","(+/-12,282)","346,865","(+/-8,507)","372,976","(+/-10,839)","345,402","(+/-9,179)","412,992","(+/-12,637)","372,656","(+/-8,772)","362,304","(+/-12,628)","393,267","(+/-11,667)","375,886","(+/-11,078)","416,234","(+/-11,544)","405,379","(+/-10,748)","401,673","(+/-12,178)","391,479","(+/-12,013)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","2,667","(+/-1,049)","3,877","(+/-1,654)","7,279","(+/-1,651)","1,234","(+/-1,012)","1,540","(+/-1,126)","1,943",(+/-801),"1,017",(+/-558),"1,740",(+/-836),"2,121","(+/-1,325)",976,(+/-627),"2,749",(+/-952),"3,266","(+/-1,164)","1,173",(+/-739),"2,241",(+/-980),"5,069","(+/-1,273)","4,407","(+/-1,234)","3,401","(+/-1,388)","18,130","(+/-3,067)","2,545","(+/-1,181)","1,535",(+/-900),"2,690","(+/-1,231)","3,492","(+/-1,425)",684,(+/-419),757,(+/-354),"1,345",(+/-872),"3,869","(+/-1,330)","2,059",(+/-744),"7,549","(+/-2,257)"
Workers,Industry,Construction,"28,238","(+/-3,165)","26,400","(+/-2,915)","25,198","(+/-3,398)","30,639","(+/-4,363)","26,943","(+/-4,022)","29,295","(+/-4,004)","32,649","(+/-3,972)","30,208","(+/-3,518)","33,521","(+/-5,052)","26,255","(+/-4,091)","30,501","(+/-4,720)","25,228","(+/-3,451)","24,606","(+/-3,602)","27,818","(+/-3,497)","29,756","(+/-4,249)","36,100","(+/-5,940)","40,383","(+/-4,320)","34,629","(+/-3,822)","36,503","(+/-4,198)","31,939","(+/-3,964)","32,003","(+/-4,059)","32,892","(+/-3,822)","30,529","(+/-4,506)","27,167","(+/-4,043)","23,740","(+/-3,726)","41,635","(+/-4,280)","31,778","(+/-3,815)","37,718","(+/-3,969)"
Workers,Industry,Manufacturing,"14,309","(+/-2,092)","17,160","(+/-2,769)","18,641","(+/-2,942)","21,744","(+/-3,789)","21,597","(+/-2,965)","23,033","(+/-3,788)","22,725","(+/-3,234)","43,609","(+/-4,650)","22,583","(+/-4,033)","22,746","(+/-3,800)","19,715","(+/-3,480)","20,061","(+/-2,962)","26,117","(+/-3,234)","24,520","(+/-3,403)","22,003","(+/-3,052)","21,138","(+/-3,073)","17,431","(+/-2,700)","19,793","(+/-3,462)","16,333","(+/-2,391)","18,895","(+/-3,836)","20,460","(+/-3,309)","16,018","(+/-2,582)","21,539","(+/-3,171)","13,707","(+/-2,310)","18,717","(+/-2,548)","25,813","(+/-3,294)","15,269","(+/-2,223)","16,351","(+/-2,937)"
Workers,Industry,"Wholesale trade","6,708","(+/-1,843)","6,717","(+/-1,548)","6,362","(+/-1,718)","7,473","(+/-1,982)","7,936","(+/-2,068)","8,427","(+/-2,194)","9,307","(+/-2,212)","4,634","(+/-1,218)","7,411","(+/-2,326)","6,691","(+/-1,842)","7,096","(+/-1,975)","6,687","(+/-1,832)","10,071","(+/-2,068)","8,960","(+/-2,475)","9,958","(+/-2,027)","7,881","(+/-2,078)","6,569","(+/-1,652)","8,110","(+/-2,274)","6,575","(+/-1,422)","8,394","(+/-1,734)","6,357","(+/-1,641)","8,485","(+/-2,222)","10,542","(+/-1,980)","11,191","(+/-2,081)","15,051","(+/-3,006)","12,957","(+/-2,332)","11,603","(+/-1,994)","8,987","(+/-1,985)"
Workers,Industry,"Retail trade","41,095","(+/-3,784)","41,593","(+/-4,138)","40,625","(+/-3,958)","47,664","(+/-5,486)","51,200","(+/-5,751)","45,636","(+/-5,101)","45,068","(+/-4,681)","42,814","(+/-3,816)","51,144","(+/-5,218)","47,499","(+/-5,549)","41,664","(+/-5,147)","54,765","(+/-4,898)","42,319","(+/-3,708)","37,868","(+/-3,835)","45,354","(+/-5,116)","50,688","(+/-4,910)","44,794","(+/-3,759)","44,088","(+/-4,272)","47,507","(+/-4,519)","52,457","(+/-4,892)","44,184","(+/-4,184)","41,239","(+/-4,580)","43,891","(+/-4,606)","38,664","(+/-3,933)","46,776","(+/-5,893)","42,167","(+/-4,866)","34,000","(+/-3,727)","40,347","(+/-4,228)"
Workers,Industry,"Transportation and warehousing, and utilities","19,542","(+/-3,220)","13,026","(+/-2,185)","20,513","(+/-2,886)","30,686","(+/-3,974)","21,105","(+/-3,742)","20,186","(+/-3,080)","23,527","(+/-3,344)","17,981","(+/-2,998)","40,786","(+/-4,680)","28,187","(+/-3,744)","18,949","(+/-3,183)","20,929","(+/-2,837)","16,550","(+/-2,409)","25,990","(+/-4,039)","22,038","(+/-2,975)","22,084","(+/-3,451)","18,079","(+/-2,461)","24,329","(+/-3,436)","21,476","(+/-3,655)","31,848","(+/-4,226)","24,708","(+/-3,268)","21,957","(+/-3,253)","23,502","(+/-3,986)","36,441","(+/-4,056)","28,927","(+/-3,188)","40,596","(+/-4,332)","31,195","(+/-3,669)","36,176","(+/-3,613)"
Workers,Industry,Information,"2,244",(+/-840),"4,495","(+/-1,308)","2,787","(+/-1,233)","5,804","(+/-1,912)","6,733","(+/-2,170)","5,005","(+/-1,432)","8,281","(+/-1,953)","6,147","(+/-1,502)","7,338","(+/-2,047)","7,104","(+/-1,624)","6,062","(+/-1,339)","3,970","(+/-1,194)","5,913","(+/-1,267)","7,601","(+/-1,776)","6,754","(+/-1,992)","5,619","(+/-1,463)","3,723",(+/-926),"4,719","(+/-1,435)","4,856","(+/-1,623)","5,886","(+/-1,578)","5,136","(+/-1,726)","5,080","(+/-1,163)","6,489","(+/-1,433)","5,695","(+/-1,474)","6,209","(+/-1,276)","6,987","(+/-1,692)","7,399","(+/-1,519)","5,716","(+/-1,285)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","29,307","(+/-3,677)","24,548","(+/-2,650)","19,401","(+/-3,675)","35,413","(+/-3,565)","57,553","(+/-4,602)","24,980","(+/-3,575)","33,930","(+/-3,747)","23,188","(+/-3,718)","24,965","(+/-3,540)","27,204","(+/-4,010)","29,626","(+/-4,373)","28,274","(+/-3,548)","38,088","(+/-3,645)","43,737","(+/-4,830)","38,581","(+/-4,509)","39,281","(+/-5,092)","27,251","(+/-2,872)","28,579","(+/-4,060)","29,550","(+/-2,932)","28,625","(+/-3,518)","28,484","(+/-2,864)","33,296","(+/-4,521)","38,199","(+/-4,258)","30,456","(+/-3,247)","38,156","(+/-4,924)","31,263","(+/-3,384)","41,425","(+/-4,741)","29,265","(+/-3,063)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","47,371","(+/-3,801)","45,285","(+/-3,974)","35,487","(+/-4,241)","44,025","(+/-4,712)","67,364","(+/-5,716)","40,845","(+/-4,423)","64,829","(+/-5,549)","51,067","(+/-4,715)","61,318","(+/-5,935)","68,091","(+/-5,668)","52,702","(+/-4,269)","49,297","(+/-4,995)","57,108","(+/-4,236)","79,556","(+/-6,083)","56,584","(+/-4,814)","59,775","(+/-5,648)","47,827","(+/-4,125)","39,952","(+/-4,586)","46,833","(+/-4,383)","50,070","(+/-4,946)","56,917","(+/-5,450)","58,411","(+/-4,083)","68,054","(+/-5,918)","51,248","(+/-4,464)","67,566","(+/-6,077)","54,709","(+/-4,416)","68,407","(+/-4,686)","53,521","(+/-4,698)"
Workers,Industry,"Educational services, and health care and social assistance","84,348","(+/-5,154)","77,966","(+/-5,652)","103,570","(+/-6,209)","81,522","(+/-5,688)","78,404","(+/-5,361)","73,314","(+/-5,784)","85,124","(+/-6,138)","71,995","(+/-5,728)","71,207","(+/-6,393)","84,882","(+/-6,316)","74,798","(+/-6,237)","77,431","(+/-5,612)","77,725","(+/-4,964)","78,776","(+/-6,243)","90,982","(+/-6,744)","81,314","(+/-5,773)","64,420","(+/-5,333)","72,891","(+/-5,424)","68,245","(+/-5,194)","91,068","(+/-6,754)","76,878","(+/-5,904)","76,974","(+/-5,458)","72,531","(+/-5,880)","80,384","(+/-6,379)","82,268","(+/-6,101)","72,994","(+/-5,311)","86,638","(+/-5,820)","85,773","(+/-5,562)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","39,120","(+/-4,441)","43,479","(+/-3,899)","27,652","(+/-3,861)","29,075","(+/-4,444)","43,579","(+/-4,971)","34,444","(+/-4,200)","45,337","(+/-4,908)","35,612","(+/-5,205)","77,074","(+/-7,508)","66,837","(+/-6,466)","62,854","(+/-6,198)","31,978","(+/-4,148)","34,530","(+/-3,246)","43,176","(+/-4,887)","37,863","(+/-4,691)","36,932","(+/-4,091)","41,005","(+/-4,896)","44,338","(+/-4,807)","38,278","(+/-4,819)","55,081","(+/-6,305)","39,180","(+/-4,364)","32,305","(+/-3,856)","42,959","(+/-4,945)","47,031","(+/-5,438)","47,148","(+/-4,639)","38,551","(+/-4,025)","39,621","(+/-3,941)","35,783","(+/-3,627)"
Workers,Industry,"Other services, except public administration","17,632","(+/-3,108)","20,241","(+/-2,566)","18,776","(+/-3,077)","19,624","(+/-2,994)","18,478","(+/-3,201)","16,131","(+/-2,554)","15,497","(+/-2,791)","17,881","(+/-2,684)","22,587","(+/-3,652)","19,349","(+/-3,184)","13,336","(+/-2,180)","19,565","(+/-2,937)","20,740","(+/-2,279)","22,909","(+/-3,522)","21,063","(+/-3,002)","19,665","(+/-3,386)","19,612","(+/-2,670)","17,313","(+/-2,835)","15,952","(+/-2,357)","22,844","(+/-4,097)","21,919","(+/-3,208)","20,855","(+/-3,715)","20,843","(+/-3,299)","20,356","(+/-2,991)","24,202","(+/-4,109)","24,261","(+/-3,532)","20,954","(+/-3,410)","22,004","(+/-2,997)"
Workers,Industry,"Public administration","24,394","(+/-3,017)","46,473","(+/-4,682)","19,082","(+/-3,090)","19,721","(+/-3,371)","18,142","(+/-3,237)","15,901","(+/-2,626)","12,085","(+/-1,981)","15,821","(+/-2,361)","12,863","(+/-3,076)","11,649","(+/-2,075)","9,337","(+/-1,981)","12,676","(+/-2,624)","19,633","(+/-3,477)","11,479","(+/-1,977)","13,938","(+/-2,674)","14,128","(+/-2,599)","12,370","(+/-2,198)","16,105","(+/-2,730)","10,749","(+/-2,348)","14,350","(+/-2,269)","13,740","(+/-2,460)","11,300","(+/-2,117)","13,505","(+/-2,418)","12,789","(+/-2,081)","16,129","(+/-2,710)","9,577","(+/-2,225)","11,325","(+/-2,144)","12,289","(+/-1,691)"
Workers,"Class of Worker","Civilian employed population 16 years and over","356,975","(+/-8,289)","371,260","(+/-7,074)","345,373","(+/-10,265)","374,624","(+/-11,940)","420,574","(+/-10,110)","339,140","(+/-11,067)","399,376","(+/-8,031)","362,697","(+/-7,473)","434,918","(+/-12,510)","417,470","(+/-13,391)","369,389","(+/-11,530)","354,127","(+/-9,399)","374,573","(+/-8,218)","414,631","(+/-13,011)","399,943","(+/-15,314)","399,012","(+/-12,282)","346,865","(+/-8,507)","372,976","(+/-10,839)","345,402","(+/-9,179)","412,992","(+/-12,637)","372,656","(+/-8,772)","362,304","(+/-12,628)","393,267","(+/-11,667)","375,886","(+/-11,078)","416,234","(+/-11,544)","405,379","(+/-10,748)","401,673","(+/-12,178)","391,479","(+/-12,013)"
Workers,"Class of Worker","Private wage and salary workers","281,408","(+/-8,449)","260,848","(+/-6,931)","254,467","(+/-11,094)","301,069","(+/-11,318)","351,754","(+/-9,546)","275,491","(+/-10,231)","338,883","(+/-8,676)","301,748","(+/-7,839)","373,503","(+/-12,762)","357,214","(+/-13,112)","313,958","(+/-10,823)","295,728","(+/-8,964)","304,724","(+/-9,656)","348,503","(+/-11,773)","330,206","(+/-14,169)","338,625","(+/-12,601)","288,611","(+/-8,121)","308,830","(+/-9,692)","291,068","(+/-8,834)","339,524","(+/-12,211)","304,525","(+/-8,648)","303,029","(+/-11,872)","325,844","(+/-11,164)","303,975","(+/-10,038)","341,740","(+/-10,208)","340,626","(+/-10,694)","330,831","(+/-12,335)","317,571","(+/-12,277)"
Workers,"Class of Worker","Government workers","55,665","(+/-4,340)","88,736","(+/-5,578)","71,705","(+/-5,932)","55,104","(+/-5,107)","46,468","(+/-6,205)","39,909","(+/-4,527)","38,603","(+/-3,458)","37,996","(+/-3,654)","37,983","(+/-4,946)","39,321","(+/-3,665)","32,970","(+/-4,105)","39,032","(+/-4,374)","43,935","(+/-4,254)","37,003","(+/-3,815)","44,900","(+/-4,005)","39,627","(+/-3,994)","32,796","(+/-3,636)","46,675","(+/-4,896)","33,768","(+/-3,615)","48,822","(+/-5,353)","41,691","(+/-5,022)","30,009","(+/-3,185)","33,338","(+/-3,761)","44,262","(+/-4,233)","45,837","(+/-4,635)","27,136","(+/-3,629)","36,353","(+/-3,410)","40,133","(+/-3,744)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","18,855","(+/-2,823)","20,829","(+/-2,451)","19,016","(+/-2,878)","17,621","(+/-3,301)","21,799","(+/-3,756)","22,706","(+/-2,818)","21,218","(+/-3,226)","22,818","(+/-2,880)","21,979","(+/-3,682)","20,390","(+/-3,494)","22,035","(+/-3,674)","18,803","(+/-2,588)","25,381","(+/-3,385)","28,133","(+/-3,780)","24,269","(+/-3,730)","19,426","(+/-3,132)","24,366","(+/-3,156)","16,544","(+/-3,223)","20,024","(+/-2,808)","24,209","(+/-3,365)","26,057","(+/-3,353)","28,902","(+/-4,478)","33,710","(+/-4,565)","26,542","(+/-3,134)","27,350","(+/-4,428)","36,663","(+/-3,943)","33,815","(+/-3,852)","32,943","(+/-3,703)"
Workers,"Class of Worker","Unpaid family workers","1,047",(+/-741),847,(+/-416),185,(+/-189),830,(+/-432),553,(+/-581),"1,034",(+/-765),672,(+/-472),135,(+/-157),"1,453",(+/-966),545,(+/-505),426,(+/-411),564,(+/-343),533,(+/-395),992,(+/-640),568,(+/-332),"1,334",(+/-730),"1,092",(+/-734),927,(+/-755),542,(+/-367),437,(+/-468),383,(+/-328),364,(+/-223),375,(+/-303),"1,107",(+/-624),"1,307",(+/-811),954,(+/-728),674,(+/-472),832,(+/-489)
Housing,"Housing Occupancy","Total housing units","379,180","(+/-2,330)","401,321","(+/-2,710)","361,189","(+/-3,846)","348,177","(+/-5,125)","373,053","(+/-5,358)","405,205","(+/-5,794)","356,298","(+/-4,464)","392,643",(+/-538),"342,074","(+/-6,556)","329,329","(+/-6,865)","375,081","(+/-6,821)","386,037","(+/-3,304)","415,771","(+/-4,622)","379,996","(+/-8,731)","340,318","(+/-7,861)","388,831","(+/-6,767)","465,495","(+/-3,496)","379,689","(+/-4,224)","509,427","(+/-5,401)","324,422","(+/-6,894)","398,673","(+/-5,318)","372,601","(+/-5,569)","397,888","(+/-9,086)","355,143","(+/-6,904)","324,002","(+/-5,999)","325,467","(+/-7,158)","336,280","(+/-6,546)","288,233","(+/-5,587)"
Housing,"Housing Occupancy","Occupied housing units","313,679","(+/-4,679)","324,866","(+/-4,606)","324,707","(+/-5,837)","319,979","(+/-6,307)","345,277","(+/-6,140)","348,488","(+/-7,481)","317,277","(+/-5,218)","332,491","(+/-4,235)","306,379","(+/-7,284)","305,771","(+/-6,690)","332,783","(+/-6,932)","339,317","(+/-4,566)","346,729","(+/-5,196)","340,940","(+/-8,018)","306,380","(+/-7,959)","340,686","(+/-6,998)","367,910","(+/-6,727)","323,342","(+/-5,250)","341,735","(+/-5,823)","292,780","(+/-7,021)","334,555","(+/-6,052)","306,693","(+/-5,322)","329,284","(+/-9,152)","291,265","(+/-6,344)","290,456","(+/-6,250)","285,495","(+/-6,306)","301,386","(+/-6,521)","255,752","(+/-5,743)"
Housing,"Housing Occupancy","Vacant housing units","65,501","(+/-4,866)","76,455","(+/-4,655)","36,482","(+/-4,230)","28,198","(+/-3,741)","27,776","(+/-3,513)","56,717","(+/-4,816)","39,021","(+/-4,088)","60,152","(+/-4,198)","35,695","(+/-4,405)","23,558","(+/-3,478)","42,298","(+/-4,684)","46,720","(+/-4,602)","69,042","(+/-4,469)","39,056","(+/-4,765)","33,938","(+/-3,686)","48,145","(+/-5,485)","97,585","(+/-6,487)","56,347","(+/-4,382)","167,692","(+/-7,435)","31,642","(+/-3,749)","64,118","(+/-5,729)","65,908","(+/-5,598)","68,604","(+/-4,731)","63,878","(+/-4,063)","33,546","(+/-3,605)","39,972","(+/-3,967)","34,894","(+/-4,232)","32,481","(+/-2,739)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.4,(+/-0.6),1.6,(+/-0.5),0.8,(+/-0.4),1.1,(+/-0.5),1.2,(+/-0.5),1.3,(+/-0.5),0.7,(+/-0.4),0.9,(+/-0.4),1.7,(+/-0.8),0.9,(+/-0.5),1.2,(+/-0.5),1.0,(+/-0.4),1.2,(+/-0.5),1.7,(+/-0.6),1.4,(+/-0.5),1.0,(+/-0.4),1.4,(+/-0.5),1.1,(+/-0.4),1.9,(+/-0.6),0.8,(+/-0.4),1.6,(+/-0.5),1.8,(+/-0.7),1.3,(+/-0.6),1.4,(+/-0.7),0.5,(+/-0.4),0.8,(+/-0.5),0.8,(+/-0.4),1.0,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",10.4,(+/-2.2),9.3,(+/-1.9),6.8,(+/-1.8),7.8,(+/-2.0),7.0,(+/-1.6),8.3,(+/-2.3),9.1,(+/-2.4),12.0,(+/-2.4),7.2,(+/-2.1),6.4,(+/-1.5),10.5,(+/-2.8),5.9,(+/-1.9),8.1,(+/-1.8),6.4,(+/-1.6),7.8,(+/-1.8),10.8,(+/-2.2),6.1,(+/-1.8),3.2,(+/-1.2),13.0,(+/-2.4),6.7,(+/-1.5),9.8,(+/-2.3),8.3,(+/-2.1),8.7,(+/-1.7),4.9,(+/-1.1),6.3,(+/-1.5),4.1,(+/-1.0),5.8,(+/-1.3),7.4,(+/-1.7)
Housing,"Housing Tenure","Occupied housing units","313,679","(+/-4,679)","324,866","(+/-4,606)","324,707","(+/-5,837)","319,979","(+/-6,307)","345,277","(+/-6,140)","348,488","(+/-7,481)","317,277","(+/-5,218)","332,491","(+/-4,235)","306,379","(+/-7,284)","305,771","(+/-6,690)","332,783","(+/-6,932)","339,317","(+/-4,566)","346,729","(+/-5,196)","340,940","(+/-8,018)","306,380","(+/-7,959)","340,686","(+/-6,998)","367,910","(+/-6,727)","323,342","(+/-5,250)","341,735","(+/-5,823)","292,780","(+/-7,021)","334,555","(+/-6,052)","306,693","(+/-5,322)","329,284","(+/-9,152)","291,265","(+/-6,344)","290,456","(+/-6,250)","285,495","(+/-6,306)","301,386","(+/-6,521)","255,752","(+/-5,743)"
Housing,"Housing Tenure",Owner-occupied,"225,938","(+/-5,305)","209,953","(+/-5,390)","223,344","(+/-6,093)","213,115","(+/-5,846)","225,212","(+/-6,016)","264,739","(+/-6,539)","222,183","(+/-5,405)","257,380","(+/-5,930)","196,260","(+/-6,688)","147,233","(+/-4,769)","260,475","(+/-6,038)","270,673","(+/-5,307)","250,159","(+/-5,325)","188,513","(+/-6,330)","193,439","(+/-6,264)","256,677","(+/-6,834)","287,988","(+/-5,758)","238,268","(+/-6,031)","257,611","(+/-6,153)","175,979","(+/-5,630)","264,679","(+/-5,694)","221,409","(+/-6,780)","219,248","(+/-6,797)","151,827","(+/-5,184)","191,069","(+/-6,338)","163,409","(+/-4,521)","156,249","(+/-5,134)","170,400","(+/-6,003)"
Housing,"Housing Tenure",Renter-occupied,"87,741","(+/-5,137)","114,913","(+/-4,794)","101,363","(+/-5,350)","106,864","(+/-6,160)","120,065","(+/-6,724)","83,749","(+/-6,200)","95,094","(+/-5,368)","75,111","(+/-5,157)","110,119","(+/-6,931)","158,538","(+/-6,628)","72,308","(+/-5,775)","68,644","(+/-4,663)","96,570","(+/-5,170)","152,427","(+/-5,584)","112,941","(+/-5,666)","84,009","(+/-5,226)","79,922","(+/-4,534)","85,074","(+/-5,220)","84,124","(+/-5,207)","116,801","(+/-5,686)","69,876","(+/-4,660)","85,284","(+/-5,343)","110,036","(+/-7,069)","139,438","(+/-6,298)","99,387","(+/-5,616)","122,086","(+/-5,684)","145,137","(+/-6,466)","85,352","(+/-4,909)"
