Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.60,(+/-0.05),2.48,(+/-0.05),2.56,(+/-0.04),2.59,(+/-0.05),2.60,(+/-0.06),2.76,(+/-0.06),2.95,(+/-0.07),2.91,(+/-0.07),3.16,(+/-0.06),2.74,(+/-0.05),2.32,(+/-0.07),2.56,(+/-0.07),3.45,(+/-0.10),2.92,(+/-0.06),2.84,(+/-0.06),2.79,(+/-0.05),2.82,(+/-0.06),3.32,(+/-0.08),2.62,(+/-0.06),2.93,(+/-0.06),3.35,(+/-0.10),3.55,(+/-0.10),2.91,(+/-0.07),2.59,(+/-0.06),3.06,(+/-0.07),2.90,(+/-0.06),3.13,(+/-0.08),2.80,(+/-0.07),3.39,(+/-0.11),2.50,(+/-0.08),3.36,(+/-0.07),2.62,(+/-0.05),3.54,(+/-0.09),2.91,(+/-0.10),3.45,(+/-0.08),2.52,(+/-0.07),3.08,(+/-0.12),3.16,(+/-0.09),3.56,(+/-0.11),2.78,(+/-0.05),2.97,(+/-0.07),3.10,(+/-0.08),3.30,(+/-0.10),3.16,(+/-0.09),3.18,(+/-0.08),3.42,(+/-0.10),2.61,(+/-0.07),2.91,(+/-0.06),2.61,(+/-0.05),2.61,(+/-0.08),2.62,(+/-0.08),3.34,(+/-0.08)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.39,(+/-0.07),2.34,(+/-0.06),2.27,(+/-0.10),2.53,(+/-0.08),2.59,(+/-0.10),2.59,(+/-0.11),2.57,(+/-0.09),2.70,(+/-0.08),3.06,(+/-0.09),2.54,(+/-0.09),1.81,(+/-0.04),2.18,(+/-0.06),3.29,(+/-0.10),2.80,(+/-0.09),2.64,(+/-0.08),2.54,(+/-0.08),2.47,(+/-0.07),3.31,(+/-0.11),2.49,(+/-0.10),2.64,(+/-0.10),3.02,(+/-0.11),3.32,(+/-0.09),2.86,(+/-0.10),2.58,(+/-0.08),3.02,(+/-0.10),3.02,(+/-0.09),2.86,(+/-0.14),2.54,(+/-0.08),2.80,(+/-0.07),1.96,(+/-0.04),3.13,(+/-0.11),2.29,(+/-0.06),3.19,(+/-0.10),2.43,(+/-0.05),3.15,(+/-0.11),1.92,(+/-0.05),2.58,(+/-0.08),3.13,(+/-0.11),3.38,(+/-0.13),2.78,(+/-0.12),2.68,(+/-0.12),2.69,(+/-0.07),2.81,(+/-0.09),3.05,(+/-0.09),2.93,(+/-0.10),3.16,(+/-0.10),2.39,(+/-0.08),2.88,(+/-0.14),2.58,(+/-0.10),2.07,(+/-0.07),2.46,(+/-0.06),2.96,(+/-0.08)
Housing,"Year Householder Moved into Unit","Occupied housing units","290,952","(+/-3,852)","298,256","(+/-4,268)","311,995","(+/-4,964)","285,194","(+/-4,674)","294,732","(+/-5,687)","275,764","(+/-5,438)","267,481","(+/-4,919)","262,450","(+/-4,675)","242,737","(+/-3,037)","273,768","(+/-5,228)","337,775","(+/-5,004)","302,836","(+/-4,741)","226,522","(+/-4,788)","248,627","(+/-4,767)","257,570","(+/-4,692)","271,845","(+/-5,048)","276,769","(+/-4,578)","216,372","(+/-5,026)","271,331","(+/-4,457)","276,897","(+/-5,847)","230,335","(+/-4,293)","216,780","(+/-4,633)","259,438","(+/-5,144)","277,419","(+/-4,628)","250,397","(+/-4,071)","247,844","(+/-3,354)","237,438","(+/-5,245)","271,305","(+/-5,319)","234,850","(+/-5,851)","345,310","(+/-7,261)","216,767","(+/-4,905)","302,443","(+/-7,172)","220,734","(+/-5,176)","272,767","(+/-7,250)","221,847","(+/-4,595)","323,832","(+/-5,834)","261,217","(+/-6,663)","226,907","(+/-5,158)","216,143","(+/-5,194)","268,785","(+/-5,316)","277,163","(+/-5,426)","245,115","(+/-5,566)","235,329","(+/-6,826)","233,890","(+/-6,197)","237,263","(+/-5,291)","223,860","(+/-5,307)","293,327","(+/-5,863)","252,575","(+/-4,825)","278,593","(+/-5,043)","315,685","(+/-7,026)","285,034","(+/-6,230)","229,551","(+/-5,640)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","77,534","(+/-4,723)","63,457","(+/-4,103)","77,719","(+/-4,132)","73,455","(+/-4,218)","62,839","(+/-4,608)","66,604","(+/-4,490)","61,205","(+/-3,848)","55,501","(+/-4,565)","52,356","(+/-4,094)","62,048","(+/-4,883)","121,631","(+/-5,370)","92,128","(+/-5,050)","45,592","(+/-3,148)","57,981","(+/-3,629)","62,458","(+/-3,623)","74,430","(+/-4,084)","96,578","(+/-4,321)","49,804","(+/-3,968)","62,872","(+/-3,945)","64,457","(+/-3,644)","49,774","(+/-4,101)","49,502","(+/-3,788)","62,287","(+/-4,612)","69,949","(+/-3,390)","51,800","(+/-4,023)","50,264","(+/-3,571)","46,586","(+/-3,966)","57,045","(+/-4,064)","49,344","(+/-4,013)","108,551","(+/-5,886)","36,763","(+/-3,278)","77,951","(+/-5,103)","41,947","(+/-3,870)","72,694","(+/-4,987)","49,910","(+/-4,289)","96,586","(+/-5,919)","69,688","(+/-5,345)","34,535","(+/-3,324)","46,524","(+/-3,467)","57,188","(+/-4,234)","65,914","(+/-4,391)","56,022","(+/-4,326)","41,723","(+/-3,471)","37,240","(+/-3,505)","47,862","(+/-3,572)","56,588","(+/-4,645)","88,507","(+/-5,684)","58,978","(+/-4,632)","70,903","(+/-4,430)","107,178","(+/-5,758)","81,518","(+/-4,941)","49,897","(+/-4,253)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","58,593","(+/-4,436)","46,718","(+/-4,122)","54,693","(+/-3,273)","47,908","(+/-3,448)","57,212","(+/-4,515)","56,666","(+/-4,199)","53,830","(+/-4,385)","44,077","(+/-4,058)","50,921","(+/-3,914)","48,264","(+/-3,588)","46,041","(+/-3,795)","43,810","(+/-3,632)","45,937","(+/-3,976)","41,629","(+/-3,945)","38,061","(+/-3,070)","42,596","(+/-4,387)","41,867","(+/-3,944)","35,830","(+/-3,080)","42,347","(+/-3,231)","61,980","(+/-4,148)","49,631","(+/-3,388)","47,555","(+/-3,713)","54,094","(+/-4,068)","51,839","(+/-3,884)","47,623","(+/-3,524)","44,799","(+/-3,933)","43,287","(+/-3,727)","45,885","(+/-3,657)","40,317","(+/-3,494)","65,583","(+/-4,494)","31,673","(+/-3,206)","53,942","(+/-4,054)","40,869","(+/-3,286)","44,711","(+/-4,101)","43,424","(+/-3,019)","53,342","(+/-4,547)","42,350","(+/-3,811)","34,555","(+/-3,497)","39,646","(+/-3,516)","46,481","(+/-3,956)","58,367","(+/-3,853)","44,361","(+/-3,469)","39,789","(+/-4,126)","38,124","(+/-3,721)","37,632","(+/-2,714)","40,643","(+/-4,015)","58,745","(+/-4,734)","48,576","(+/-4,036)","55,047","(+/-4,217)","62,725","(+/-4,167)","55,929","(+/-4,294)","47,790","(+/-4,360)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","65,591","(+/-3,964)","69,513","(+/-4,388)","80,216","(+/-3,840)","65,843","(+/-4,733)","79,174","(+/-5,413)","74,626","(+/-4,902)","71,583","(+/-4,541)","66,852","(+/-5,044)","68,287","(+/-3,608)","67,955","(+/-4,114)","58,556","(+/-3,987)","65,499","(+/-4,102)","63,357","(+/-3,989)","61,338","(+/-3,823)","53,437","(+/-3,626)","55,363","(+/-4,165)","53,715","(+/-3,625)","57,165","(+/-3,793)","64,962","(+/-3,706)","70,646","(+/-4,531)","56,788","(+/-4,169)","56,479","(+/-3,953)","67,777","(+/-5,363)","62,584","(+/-3,896)","74,295","(+/-4,900)","61,619","(+/-3,171)","66,736","(+/-4,083)","59,993","(+/-3,932)","63,657","(+/-4,297)","70,337","(+/-4,849)","56,608","(+/-3,663)","69,810","(+/-4,725)","62,337","(+/-4,231)","70,009","(+/-4,732)","56,230","(+/-3,658)","63,129","(+/-3,945)","66,162","(+/-4,646)","52,200","(+/-3,678)","57,830","(+/-3,836)","62,837","(+/-4,093)","74,026","(+/-4,386)","62,025","(+/-3,658)","62,396","(+/-4,402)","63,244","(+/-3,981)","57,258","(+/-3,399)","56,949","(+/-3,927)","65,349","(+/-4,150)","66,585","(+/-3,612)","66,145","(+/-3,528)","70,314","(+/-3,987)","63,871","(+/-4,313)","65,511","(+/-4,253)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","40,967","(+/-3,305)","50,014","(+/-3,663)","53,016","(+/-3,555)","49,201","(+/-3,436)","47,907","(+/-3,362)","41,047","(+/-3,397)","42,201","(+/-2,701)","42,057","(+/-3,929)","35,884","(+/-3,230)","44,442","(+/-3,398)","50,997","(+/-3,692)","44,806","(+/-3,491)","41,840","(+/-4,022)","38,195","(+/-3,197)","43,790","(+/-3,106)","43,097","(+/-2,509)","38,916","(+/-3,464)","36,900","(+/-2,581)","43,697","(+/-3,098)","41,611","(+/-3,423)","35,528","(+/-3,243)","34,582","(+/-2,641)","41,075","(+/-3,149)","42,460","(+/-3,475)","47,813","(+/-4,163)","37,167","(+/-2,329)","43,678","(+/-3,675)","46,842","(+/-3,130)","40,587","(+/-2,916)","47,106","(+/-3,716)","39,420","(+/-2,916)","41,489","(+/-3,430)","42,106","(+/-3,205)","42,648","(+/-3,544)","40,660","(+/-3,450)","43,768","(+/-3,883)","40,805","(+/-3,580)","41,073","(+/-2,605)","40,452","(+/-2,482)","45,776","(+/-3,610)","49,860","(+/-3,422)","40,786","(+/-2,943)","41,648","(+/-3,776)","42,322","(+/-3,378)","37,417","(+/-3,193)","34,885","(+/-3,086)","35,233","(+/-2,411)","40,741","(+/-2,933)","44,250","(+/-3,553)","41,532","(+/-2,863)","37,317","(+/-3,320)","31,776","(+/-2,587)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","25,630","(+/-2,468)","32,264","(+/-2,513)","26,102","(+/-2,540)","25,532","(+/-2,249)","26,416","(+/-2,392)","15,966","(+/-2,309)","19,367","(+/-2,380)","25,987","(+/-2,766)","18,180","(+/-1,991)","26,645","(+/-2,603)","31,663","(+/-3,093)","26,163","(+/-2,524)","15,979","(+/-1,963)","24,187","(+/-2,174)","25,577","(+/-2,406)","26,112","(+/-2,556)","23,631","(+/-2,189)","19,224","(+/-2,350)","29,016","(+/-2,341)","23,120","(+/-2,567)","20,577","(+/-2,357)","17,165","(+/-1,966)","18,055","(+/-2,247)","26,116","(+/-2,916)","16,722","(+/-2,309)","28,874","(+/-2,763)","20,905","(+/-2,110)","29,999","(+/-2,706)","23,280","(+/-2,550)","29,897","(+/-2,730)","27,938","(+/-2,833)","29,934","(+/-2,944)","19,838","(+/-2,023)","24,947","(+/-2,680)","16,362","(+/-1,931)","31,437","(+/-2,541)","23,536","(+/-2,205)","30,474","(+/-2,428)","16,983","(+/-2,114)","34,965","(+/-3,261)","18,990","(+/-2,404)","23,907","(+/-2,600)","24,470","(+/-2,973)","27,814","(+/-2,847)","28,189","(+/-2,536)","18,150","(+/-2,365)","22,718","(+/-2,688)","21,591","(+/-2,429)","24,234","(+/-2,403)","18,412","(+/-1,683)","22,905","(+/-1,858)","19,235","(+/-2,060)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","22,637","(+/-2,228)","36,290","(+/-2,788)","20,249","(+/-2,146)","23,255","(+/-2,194)","21,184","(+/-2,110)","20,855","(+/-2,030)","19,295","(+/-1,668)","27,976","(+/-2,921)","17,109","(+/-2,255)","24,414","(+/-2,126)","28,887","(+/-2,341)","30,430","(+/-2,580)","13,817","(+/-1,661)","25,297","(+/-2,357)","34,247","(+/-2,751)","30,247","(+/-2,530)","22,062","(+/-2,080)","17,449","(+/-1,747)","28,437","(+/-2,264)","15,083","(+/-1,592)","18,037","(+/-1,991)","11,497","(+/-1,634)","16,150","(+/-2,231)","24,471","(+/-2,321)","12,144","(+/-1,747)","25,121","(+/-2,238)","16,246","(+/-1,946)","31,541","(+/-2,868)","17,665","(+/-1,896)","23,836","(+/-2,323)","24,365","(+/-1,864)","29,317","(+/-2,385)","13,637","(+/-1,774)","17,758","(+/-1,672)","15,261","(+/-1,725)","35,570","(+/-2,702)","18,676","(+/-1,943)","34,070","(+/-2,587)","14,708","(+/-1,985)","21,538","(+/-2,072)","10,006","(+/-1,763)","18,014","(+/-1,723)","25,303","(+/-2,708)","25,146","(+/-2,954)","28,905","(+/-2,418)","16,645","(+/-1,839)","22,775","(+/-2,335)","16,104","(+/-2,121)","18,014","(+/-2,174)","15,524","(+/-1,520)","23,494","(+/-2,213)","15,342","(+/-1,717)"
Housing,Value,"Owner-occupied units","185,621","(+/-4,668)","192,473","(+/-4,751)","227,530","(+/-5,628)","177,669","(+/-5,305)","208,587","(+/-6,067)","160,406","(+/-5,565)","161,045","(+/-5,075)","161,685","(+/-5,201)","151,601","(+/-4,359)","197,882","(+/-4,679)","115,814","(+/-4,600)","135,309","(+/-4,382)","126,450","(+/-4,812)","153,454","(+/-4,689)","149,451","(+/-4,873)","159,895","(+/-4,368)","139,634","(+/-4,391)","111,875","(+/-4,539)","176,453","(+/-4,525)","183,984","(+/-5,928)","128,126","(+/-4,669)","113,241","(+/-3,930)","168,668","(+/-5,492)","150,558","(+/-3,994)","164,462","(+/-4,652)","163,048","(+/-4,514)","168,996","(+/-5,269)","151,202","(+/-3,977)","92,358","(+/-3,905)","104,063","(+/-4,362)","127,835","(+/-4,771)","156,738","(+/-5,126)","137,431","(+/-5,887)","59,918","(+/-3,390)","125,258","(+/-4,061)","144,375","(+/-5,640)","80,699","(+/-4,275)","150,244","(+/-5,027)","132,948","(+/-4,903)","193,514","(+/-6,233)","206,521","(+/-5,132)","96,070","(+/-4,072)","98,351","(+/-5,689)","115,807","(+/-5,592)","138,336","(+/-5,173)","94,154","(+/-4,296)","149,707","(+/-5,227)","179,874","(+/-4,010)","172,660","(+/-4,588)","150,711","(+/-4,849)","146,688","(+/-5,486)","119,079","(+/-4,893)"
Housing,Value,"Less than $50,000","10,812","(+/-1,632)","5,497","(+/-1,234)","3,756",(+/-995),"3,601","(+/-1,035)","6,331","(+/-1,182)","6,817","(+/-1,637)","4,390","(+/-1,406)","4,083","(+/-1,039)","5,835","(+/-1,366)","3,039","(+/-1,080)","1,248",(+/-552),"2,127",(+/-869),"6,016","(+/-1,607)","2,392",(+/-748),"2,164",(+/-613),"2,134",(+/-759),"2,117",(+/-868),"1,761",(+/-581),"2,625",(+/-715),"8,525","(+/-1,677)","7,201","(+/-1,349)","5,581","(+/-1,242)","6,495","(+/-1,359)","3,705",(+/-896),"9,767","(+/-1,499)","2,974",(+/-770),"4,618","(+/-1,000)","2,364",(+/-823),"2,382",(+/-869),"2,506","(+/-1,024)","3,212",(+/-690),"2,429",(+/-707),"5,025","(+/-1,365)",823,(+/-390),"4,062","(+/-1,268)","1,608",(+/-514),"1,817",(+/-681),"2,668",(+/-664),"2,708",(+/-826),"2,906",(+/-890),"5,310","(+/-1,430)","1,645",(+/-548),"2,844",(+/-973),"2,172",(+/-840),"1,623",(+/-635),"2,757",(+/-843),"2,941",(+/-979),"3,302",(+/-801),"2,365",(+/-740),"2,256",(+/-935),"3,064","(+/-1,088)","4,437","(+/-1,156)"
Housing,Value,"$50,000 to $99,999","7,626","(+/-1,308)","3,231",(+/-993),"4,999","(+/-1,406)","3,894",(+/-861),"2,910",(+/-785),"2,289",(+/-823),"2,581",(+/-719),"2,737",(+/-778),"2,905",(+/-875),"1,136",(+/-552),190,(+/-191),"1,141",(+/-528),"2,377",(+/-820),"1,662",(+/-645),783,(+/-449),713,(+/-398),720,(+/-378),"1,991",(+/-649),"1,111",(+/-367),"2,201",(+/-744),"3,239",(+/-894),"3,015",(+/-690),"4,628","(+/-1,012)","2,819",(+/-790),"8,390","(+/-1,614)","2,398",(+/-810),"4,180","(+/-1,088)",899,(+/-370),"3,429",(+/-773),572,(+/-307),"3,248",(+/-795),"1,693",(+/-615),"3,434",(+/-920),799,(+/-388),"3,934","(+/-1,154)","1,147",(+/-956),"1,505",(+/-772),"3,892","(+/-1,127)","3,889",(+/-856),"1,166",(+/-467),"4,294",(+/-950),"1,301",(+/-593),"2,554",(+/-836),"3,354",(+/-901),"2,369",(+/-658),"4,118",(+/-909),"1,385",(+/-784),"4,799","(+/-1,089)","1,520",(+/-533),"1,670",(+/-962),"1,378",(+/-579),"4,073",(+/-944)
Housing,Value,"$100,000 to $149,999","4,896","(+/-1,110)","2,960",(+/-974),"3,623","(+/-1,194)","2,491",(+/-957),"2,513",(+/-760),"1,164",(+/-507),"1,460",(+/-545),"1,610",(+/-677),"1,843",(+/-536),"1,602",(+/-600),906,(+/-465),811,(+/-490),"2,645",(+/-960),"1,605",(+/-687),"1,140",(+/-368),"1,337",(+/-520),"1,803",(+/-595),"2,164",(+/-847),"2,464",(+/-724),"3,423",(+/-936),"3,679","(+/-1,024)","4,263",(+/-838),"3,445","(+/-1,081)","2,284",(+/-714),"5,821","(+/-1,253)","1,721",(+/-519),"2,666",(+/-878),"1,279",(+/-677),720,(+/-376),"1,304",(+/-689),"2,217","(+/-1,030)","1,194",(+/-535),"3,027",(+/-733),275,(+/-177),"2,216",(+/-768),"1,284",(+/-645),494,(+/-407),939,(+/-454),"2,555",(+/-921),"2,656","(+/-1,068)","2,259",(+/-773),858,(+/-388),550,(+/-268),"1,336",(+/-712),"1,768",(+/-536),"2,349",(+/-821),"1,765",(+/-514),"2,475",(+/-748),"1,868",(+/-725),763,(+/-384),"1,203",(+/-616),890,(+/-436)
Housing,Value,"$150,000 to $199,999","6,658","(+/-1,463)","2,793",(+/-962),"3,061","(+/-1,238)","3,408","(+/-1,042)","2,400",(+/-669),"1,281",(+/-542),"1,376",(+/-549),462,(+/-305),"1,415",(+/-646),808,(+/-414),310,(+/-206),657,(+/-647),"2,032",(+/-793),"1,578",(+/-687),"1,157",(+/-566),"1,553",(+/-662),"1,161",(+/-550),874,(+/-445),"1,558",(+/-606),"5,029","(+/-1,108)","7,919","(+/-1,641)","8,555","(+/-1,506)","5,649","(+/-1,448)","1,470",(+/-426),"5,753","(+/-1,161)","1,737",(+/-798),"1,723",(+/-745),472,(+/-352),689,(+/-364),292,(+/-192),"1,062",(+/-508),"1,202",(+/-538),989,(+/-450),413,(+/-269),"1,355",(+/-499),"1,076",(+/-399),331,(+/-203),"1,364",(+/-562),955,(+/-474),"1,453",(+/-671),"2,262",(+/-775),601,(+/-369),0,(+/-221),"1,643",(+/-612),"1,254",(+/-535),"1,835",(+/-659),854,(+/-485),"2,393",(+/-887),"1,098",(+/-414),604,(+/-270),"1,011",(+/-519),"1,112",(+/-500)
Housing,Value,"$200,000 to $299,999","30,916","(+/-3,086)","7,478","(+/-1,213)","6,720","(+/-1,615)","6,438","(+/-1,412)","12,311","(+/-2,044)","8,982","(+/-1,468)","4,835",(+/-940),"2,614",(+/-690),"6,906","(+/-1,299)","3,549","(+/-1,206)","1,261",(+/-560),"1,582",(+/-705),"15,497","(+/-2,228)","2,025",(+/-885),"1,245",(+/-687),"2,128",(+/-828),"3,962","(+/-1,189)","2,175",(+/-702),"2,336",(+/-821),"22,972","(+/-3,483)","25,350","(+/-2,954)","34,165","(+/-2,591)","19,840","(+/-2,620)","4,603","(+/-1,206)","19,077","(+/-1,987)","2,081",(+/-711),"4,813","(+/-1,253)","1,031",(+/-539),"1,409",(+/-509),566,(+/-352),"1,696",(+/-726),789,(+/-371),"4,493","(+/-1,415)",513,(+/-315),"2,373",(+/-940),942,(+/-398),520,(+/-345),"1,475",(+/-484),"3,390",(+/-876),"2,971",(+/-917),"8,764","(+/-1,530)","1,205",(+/-622),"1,655",(+/-625),"2,407",(+/-823),"1,991",(+/-698),"1,472",(+/-724),"2,969",(+/-908),"2,930",(+/-770),"2,947",(+/-811),"1,434",(+/-595),"2,092",(+/-679),"1,449",(+/-663)
Housing,Value,"$300,000 to $499,999","78,873","(+/-4,281)","28,598","(+/-2,980)","39,775","(+/-3,203)","28,394","(+/-3,031)","81,116","(+/-4,379)","67,162","(+/-4,394)","50,267","(+/-3,012)","25,729","(+/-2,600)","51,535","(+/-4,019)","9,342","(+/-1,406)","3,942","(+/-1,200)","7,889","(+/-1,399)","60,801","(+/-3,570)","3,988","(+/-1,047)","2,097",(+/-734),"4,405","(+/-1,257)","3,073",(+/-891),"9,240","(+/-1,590)","9,672","(+/-1,579)","85,448","(+/-4,351)","63,593","(+/-3,235)","47,515","(+/-2,944)","77,779","(+/-4,380)","17,078","(+/-1,918)","70,697","(+/-4,097)","10,049","(+/-1,364)","39,834","(+/-2,613)","5,311","(+/-1,169)","9,771","(+/-1,493)","3,598","(+/-1,080)","8,665","(+/-1,554)","5,371","(+/-1,129)","45,381","(+/-3,102)","4,929","(+/-1,172)","20,372","(+/-2,522)","3,337","(+/-1,136)","5,760","(+/-1,120)","8,677","(+/-1,538)","35,443","(+/-3,005)","11,475","(+/-1,833)","32,293","(+/-2,762)","8,501","(+/-1,456)","9,851","(+/-1,472)","11,540","(+/-1,689)","5,137","(+/-1,158)","8,545","(+/-1,546)","5,822","(+/-1,445)","16,886","(+/-1,868)","8,012","(+/-1,544)","7,004","(+/-1,228)","10,144","(+/-1,823)","12,165","(+/-1,942)"
Housing,Value,"$500,000 to $999,999","40,336","(+/-3,111)","68,872","(+/-3,546)","138,178","(+/-4,796)","98,258","(+/-3,944)","81,359","(+/-4,186)","66,032","(+/-4,302)","86,368","(+/-4,155)","108,530","(+/-4,820)","70,245","(+/-3,640)","81,982","(+/-4,099)","19,179","(+/-2,086)","54,987","(+/-3,343)","32,270","(+/-2,639)","54,812","(+/-3,173)","33,587","(+/-2,917)","17,482","(+/-2,084)","20,807","(+/-2,212)","61,300","(+/-3,642)","55,868","(+/-3,949)","49,942","(+/-3,952)","15,332","(+/-2,045)","9,182","(+/-1,568)","45,956","(+/-2,991)","62,448","(+/-3,597)","41,844","(+/-3,355)","91,968","(+/-3,777)","85,913","(+/-4,383)","67,705","(+/-3,463)","61,012","(+/-3,044)","33,842","(+/-2,611)","96,136","(+/-4,446)","57,669","(+/-3,275)","70,664","(+/-4,019)","28,692","(+/-2,651)","86,484","(+/-3,998)","23,580","(+/-2,588)","40,894","(+/-3,645)","106,790","(+/-4,345)","79,622","(+/-3,997)","75,114","(+/-4,677)","128,822","(+/-4,532)","61,252","(+/-3,263)","66,212","(+/-4,518)","82,843","(+/-4,449)","75,578","(+/-4,323)","62,920","(+/-3,289)","37,169","(+/-3,053)","113,218","(+/-3,836)","64,291","(+/-3,846)","51,955","(+/-3,687)","80,731","(+/-3,976)","78,752","(+/-4,627)"
Housing,Value,"$1,000,000 or more","5,504","(+/-1,110)","73,044","(+/-3,573)","27,418","(+/-2,382)","31,185","(+/-2,656)","19,647","(+/-2,070)","6,679","(+/-1,479)","9,768","(+/-1,591)","15,920","(+/-1,725)","10,917","(+/-1,650)","96,424","(+/-4,172)","88,778","(+/-4,040)","66,115","(+/-3,497)","4,812","(+/-1,237)","85,392","(+/-3,586)","107,278","(+/-4,398)","130,143","(+/-4,260)","105,991","(+/-4,055)","32,370","(+/-2,360)","100,819","(+/-3,920)","6,444","(+/-1,240)","1,813",(+/-556),965,(+/-553),"4,876","(+/-1,043)","56,151","(+/-2,935)","3,113",(+/-919),"50,120","(+/-3,344)","25,249","(+/-2,727)","72,141","(+/-3,429)","12,946","(+/-2,112)","61,383","(+/-3,384)","11,599","(+/-1,644)","86,391","(+/-3,733)","4,418","(+/-1,020)","23,474","(+/-2,365)","4,462",(+/-987),"111,401","(+/-5,790)","29,378","(+/-2,862)","24,439","(+/-2,471)","4,386","(+/-1,122)","95,773","(+/-4,063)","22,517","(+/-2,393)","20,707","(+/-2,300)","14,685","(+/-2,091)","10,512","(+/-1,516)","48,616","(+/-3,381)","10,158","(+/-1,934)","96,802","(+/-5,091)","33,871","(+/-2,422)","90,559","(+/-4,293)","85,025","(+/-4,203)","47,065","(+/-3,333)","16,201","(+/-2,089)"
Housing,Value,"Median (dollars)","369,300","(+/-6,727)","811,100","(+/-24,096)","642,900","(+/-8,071)","665,900","(+/-12,079)","493,500","(+/-6,563)","483,100","(+/-8,011)","562,600","(+/-9,454)","641,300","(+/-6,418)","526,600","(+/-15,031)","985,200","(+/-20,698)","1,507,800","(+/-34,675)","986,600","(+/-24,380)","413,200","(+/-8,836)","1,071,800","(+/-21,440)","1,301,400","(+/-54,144)","1,820,400","(+/-72,659)","1,442,700","(+/-55,277)","800,700","(+/-19,273)","1,096,000","(+/-21,785)","419,100","(+/-7,737)","342,600","(+/-6,089)","303,000","(+/-6,683)","413,900","(+/-8,122)","834,700","(+/-23,072)","400,600","(+/-8,868)","839,700","(+/-13,331)","636,400","(+/-15,054)","979,700","(+/-15,783)","711,600","(+/-17,257)","1,120,700","(+/-28,746)","695,100","(+/-10,502)","1,087,600","(+/-27,633)","528,300","(+/-11,413)","870,600","(+/-32,759)","619,500","(+/-9,668)","1,546,200","(+/-48,297)","848,900","(+/-29,431)","745,800","(+/-14,007)","566,800","(+/-9,363)","994,800","(+/-18,516)","638,300","(+/-7,829)","789,700","(+/-18,953)","705,900","(+/-13,620)","692,400","(+/-13,192)","900,900","(+/-12,742)","746,700","(+/-20,132)","1,189,300","(+/-22,415)","746,100","(+/-14,777)","1,038,000","(+/-31,416)","1,095,300","(+/-29,032)","867,100","(+/-11,954)","705,200","(+/-15,454)"
