Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE"
Business,"Paid employees for pay period including March 12","Total for all sectors","279,797",G,"221,183",G,"200,950",G,"388,972",G,"154,522",G,"308,090",G,"363,803",G,"171,919",G,"329,150",G,"227,548",G,"257,042",G,"325,655",G,"252,338",G,"222,126",G,"219,812",G,"240,523",G,"251,280",G,"437,908",G,"251,438",G,"287,259",G,"349,861",G,"213,909",G,"172,700",G,"545,270",G,"222,195",G,"234,791",G,"239,845",G,"188,557",G,"217,077",G,"380,161",G,"203,038",G,"453,639",G,"403,656",G,"176,162",G,"325,603",G,"290,281",G,"520,782",G,"405,141",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",660,G,22,H,130,J,69,G,32,G,199,J,5,J,250,H,24,J,"1,085",H,139,G,56,G,394,G,51,G,779,H,141,J,420,G,33,H,575,G,0,N,161,J,142,G,185,G,10,J,285,H,75,J,179,H,97,J,43,G,0,N,70,J,23,H,21,H,319,H,11,G,407,G,21,J,49,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","7,932",G,"4,214",G,511,H,407,G,310,H,"1,617",H,"8,152",G,"3,494",G,458,H,"2,573",G,"34,316",G,"3,138",G,"5,542",G,610,H,"4,072",G,83,J,"1,573",G,"9,543",G,"8,517",G,167,H,"2,453",G,"3,130",G,"8,676",G,"1,536",G,"3,205",G,"1,753",G,"4,998",G,"5,713",G,"1,252",H,"1,350",H,"1,461",H,"1,672",G,134,H,171,G,160,H,"2,268",G,954,H,"9,324",G
Business,"Paid employees for pay period including March 12",Utilities,"1,819",H,"1,578",H,428,H,"1,019",G,959,G,972,G,"3,820",H,700,H,202,H,903,J,"2,312",G,993,J,"2,743",J,669,J,589,G,"1,097",J,"1,856",G,"7,682",H,"2,289",H,40,H,934,G,"2,381",H,"1,137",H,"1,021",H,"1,817",H,924,G,"1,908",G,591,G,"1,589",J,"1,590",H,"1,553",G,339,H,"2,215",J,893,J,335,G,994,J,937,H,"2,300",G
Business,"Paid employees for pay period including March 12",Construction,"15,570",G,"14,847",G,"12,395",G,"16,885",G,"14,966",G,"21,523",G,"19,884",G,"15,262",G,"15,727",G,"17,768",G,"18,229",G,"19,775",G,"14,520",G,"28,125",G,"6,481",G,"11,721",G,"20,962",G,"33,880",G,"15,207",G,"20,260",H,"31,286",G,"12,572",G,"9,677",G,"28,231",G,"16,173",G,"15,995",G,"23,761",G,"10,454",G,"25,823",G,"13,405",G,"20,570",G,"24,603",G,"31,508",G,"5,329",G,"23,788",G,"28,478",G,"22,034",G,"28,876",G
Business,"Paid employees for pay period including March 12",Manufacturing,"40,327",G,"9,867",H,"21,250",G,"22,035",G,"17,806",G,"44,553",G,"5,640",G,"19,626",H,"21,221",G,"24,072",G,"14,336",G,"41,045",H,"31,523",G,"31,772",G,"12,826",G,"14,673",G,"28,702",G,"36,803",G,"15,652",G,"6,810",G,"12,503",G,"14,353",G,"14,050",G,"21,335",G,"22,575",G,"19,219",G,"20,939",G,"6,633",G,"27,534",G,"18,105",G,"16,067",G,"40,716",H,"46,631",H,"7,551",G,"32,563",G,"32,992",G,"10,941",G,"22,340",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,492",G,"7,603",H,"5,999",G,"13,476",G,"4,234",G,"17,138",G,"15,409",G,"7,788",G,"15,789",G,"9,971",G,"15,020",G,"15,456",G,"10,659",G,"7,347",G,"9,430",G,"10,479",G,"8,872",G,"40,152",G,"12,525",G,"5,230",G,"11,777",G,"7,233",G,"6,415",G,"27,912",G,"7,355",G,"14,758",G,"9,816",G,"9,608",H,"18,860",G,"15,718",G,"6,162",G,"27,188",G,"40,912",G,"4,433",G,"20,071",G,"12,081",G,"22,823",G,"21,146",G
Business,"Paid employees for pay period including March 12","Retail trade","40,937",G,"34,143",G,"33,213",G,"44,729",G,"29,338",G,"31,458",G,"39,923",G,"27,294",G,"28,427",G,"32,556",G,"38,458",G,"39,811",G,"40,548",G,"31,331",G,"34,627",G,"35,644",G,"39,694",G,"29,119",G,"40,058",G,"36,996",G,"46,073",G,"39,036",G,"27,445",G,"61,867",G,"36,787",G,"27,690",G,"36,223",G,"32,403",G,"26,873",G,"33,119",G,"31,801",G,"36,879",G,"27,736",G,"28,775",G,"34,221",G,"39,193",G,"54,893",G,"44,491",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","11,539",G,"8,018",H,"4,495",G,"6,016",G,"7,427",H,"19,651",G,"5,408",H,"8,158",G,"14,597",H,"9,694",G,"10,076",G,"15,499",G,"13,892",H,"8,819",G,"9,652",G,"15,348",G,"9,073",G,"42,420",H,"12,268",G,"4,209",G,"10,103",H,"5,717",G,"10,318",G,"69,054",H,"7,180",H,"19,842",H,"7,452",G,"26,805",G,"23,687",G,"38,213",H,"5,254",G,"19,368",G,"37,006",G,"7,017",G,"28,690",G,"19,036",G,"8,069",G,"6,943",H
Business,"Paid employees for pay period including March 12",Information,"3,252",G,"4,201",H,"5,411",G,"15,788",G,"1,791",G,"9,510",H,"11,782",H,"1,829",G,"3,567",H,"11,456",G,"2,988",H,"5,417",H,"3,446",G,"1,391",H,"4,118",G,"6,478",H,"2,541",H,"7,389",H,"4,445",G,"4,301",G,"7,484",H,"2,825",G,"2,188",G,"15,242",G,"1,940",G,"2,589",G,"2,272",G,"1,826",G,"2,464",G,"15,181",G,"2,873",G,"20,088",G,"10,981",G,"2,424",G,"11,165",G,"2,232",G,"37,069",G,"6,250",G
Business,"Paid employees for pay period including March 12","Finance and insurance","9,928",G,"6,980",H,"10,060",G,"50,668",G,"3,573",G,"12,330",H,"19,708",G,"4,981",G,"4,074",G,"8,091",G,"7,861",G,"15,358",G,"10,098",G,"7,218",H,"6,779",H,"7,839",H,"9,273",G,"18,939",G,"10,466",G,"45,439",J,"17,194",G,"7,196",G,"6,689",G,"49,277",G,"11,620",G,"16,921",H,"7,305",H,"5,040",H,"5,221",H,"22,606",G,"5,689",G,"48,978",H,"18,122",H,"4,872",H,"11,358",H,"6,043",G,"32,402",G,"21,286",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,824",G,"3,686",G,"3,213",G,"6,944",G,"1,562",G,"5,355",G,"9,684",G,"3,102",G,"4,913",G,"4,751",G,"6,551",G,"5,044",G,"3,297",G,"4,583",G,"2,217",G,"4,066",G,"3,657",G,"9,072",G,"4,002",G,"3,926",G,"7,272",G,"3,446",G,"3,948",G,"16,441",G,"3,045",G,"4,229",G,"5,576",G,"2,830",G,"3,116",G,"15,494",G,"3,098",G,"11,600",G,"6,275",G,"2,607",G,"6,692",G,"4,212",H,"16,777",G,"11,948",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","12,075",G,"16,302",G,"13,784",H,"48,138",G,"4,235",G,"20,688",G,"44,461",G,"11,612",G,"12,745",G,"16,368",G,"9,074",G,"23,607",G,"8,197",G,"10,037",G,"6,487",G,"8,927",G,"16,335",H,"44,588",G,"8,564",G,"18,241",G,"29,414",G,"14,583",G,"8,224",G,"40,059",G,"11,140",G,"11,980",G,"9,972",G,"4,712",G,"10,383",G,"47,056",G,"9,715",G,"43,787",G,"30,512",G,"4,596",G,"21,397",G,"24,184",H,"85,968",G,"41,009",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,630",H,"18,196",G,"1,962",J,"24,633",H,692,H,"13,485",G,"26,851",H,"5,315",G,"7,320",G,"3,251",G,"3,952",H,"10,913",H,"1,991",G,"1,819",G,"1,480",G,"2,670",G,"2,567",H,"28,130",G,"1,696",G,"6,651",H,"6,887",H,"5,037",G,"1,283",J,"25,096",H,"2,549",G,"6,148",G,"1,348",H,766,H,"3,127",H,"16,644",G,"2,457",H,"21,171",G,"14,273",H,416,H,"9,572",H,"3,096",G,"14,894",H,"27,725",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","11,321",G,"11,863",H,"9,725",G,"21,652",G,"7,248",G,"32,058",H,"25,248",G,"8,742",G,"17,246",G,"11,339",G,"9,862",G,"14,924",G,"9,637",G,"11,452",G,"16,004",G,"24,383",G,"13,368",G,"34,656",G,"10,768",G,"20,587",G,"33,609",G,"12,969",G,"10,526",G,"37,141",G,"11,092",G,"16,154",G,"13,295",G,"9,916",G,"19,922",G,"15,386",G,"10,206",G,"50,020",G,"45,382",G,"11,766",H,"25,451",G,"16,321",H,"39,858",G,"36,559",G
Business,"Paid employees for pay period including March 12","Educational services","3,760",G,"2,909",G,"3,062",G,"4,218",G,"1,774",G,"3,140",G,"6,865",G,"1,548",H,"29,397",G,"3,263",G,"3,128",G,"6,647",H,"1,444",G,"1,916",G,"5,154",H,"2,359",G,"11,014",J,"4,549",G,"6,156",G,"4,040",G,"12,458",G,"3,497",G,"1,961",G,"13,295",H,"2,735",G,"3,809",G,"2,116",G,"3,070",G,"2,538",G,"7,539",H,"5,052",H,"7,151",G,"8,915",G,"6,915",H,"9,280",G,"1,622",G,"13,221",G,"7,117",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","54,942",G,"28,370",G,"32,418",G,"52,147",G,"26,589",G,"34,086",G,"53,458",G,"18,983",G,"115,149",G,"26,241",G,"31,744",G,"50,408",G,"44,405",G,"28,066",G,"64,665",G,"47,951",G,"36,200",G,"30,834",G,"48,457",G,"65,662",G,"51,826",G,"32,984",G,"22,782",G,"55,143",G,"33,073",G,"30,073",G,"45,188",G,"33,551",G,"14,747",G,"57,589",G,"38,551",G,"47,076",G,"41,883",H,"58,737",G,"32,698",G,"40,651",G,"65,927",G,"41,831",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","2,002",G,"4,813",G,"3,813",G,"6,872",G,"1,463",G,"2,117",G,"4,534",G,"3,325",G,"5,677",H,"4,935",G,"3,692",G,"5,782",H,"2,532",G,"3,227",G,"2,674",G,"3,005",G,"2,997",G,"6,826",G,"3,025",G,"5,579",H,"6,544",G,"4,180",G,"3,734",G,"6,809",G,"5,479",H,"3,733",G,"2,700",G,"2,223",G,725,G,"6,132",G,"3,595",G,"4,631",G,"2,065",G,"1,344",G,"6,257",H,"2,641",G,"8,745",G,"6,179",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","31,335",G,"31,893",G,"28,581",G,"37,639",G,"23,054",G,"26,671",G,"47,980",G,"22,125",G,"24,890",G,"28,417",G,"32,705",G,"36,464",G,"35,039",G,"31,864",G,"26,045",G,"36,230",G,"30,847",G,"38,289",G,"32,803",G,"31,283",G,"45,199",G,"32,263",G,"26,436",G,"51,862",G,"33,094",G,"27,884",G,"34,188",G,"25,735",G,"21,687",G,"40,832",G,"28,843",G,"32,881",G,"26,846",G,"22,785",G,"40,692",G,"32,420",G,"63,010",G,"48,483",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","14,443",G,"11,656",G,"10,467",G,"15,593",G,"7,457",G,"11,517",G,"14,949",G,"7,763",G,"7,667",G,"10,798",G,"12,589",G,"15,284",G,"12,398",G,"11,800",G,"5,716",G,"7,421",G,"11,277",G,"14,978",G,"13,944",G,"7,833",G,"16,610",G,"10,336",G,"7,008",G,"23,904",G,"11,000",G,"10,998",G,"10,554",G,"6,581",G,"7,455",G,"14,124",G,"9,993",G,"15,439",G,"12,217",G,"5,208",G,"11,181",G,"21,398",H,"22,166",G,"21,234",G
Business,"Paid employees for pay period including March 12","Industries not classified",9,J,22,J,33,H,44,J,12,J,22,J,42,J,22,G,60,G,16,G,10,G,34,H,33,H,29,J,17,J,8,J,52,J,26,H,21,J,2,G,74,G,29,G,18,J,35,G,51,J,17,J,55,J,3,G,31,J,73,G,28,H,29,J,22,J,4,J,21,J,12,J,73,G,51,J
Business,"Annual payroll ($1,000)","Total for all sectors","13,598,764",G,"16,375,072",G,"11,272,583",G,"29,325,701",G,"6,515,547",G,"18,884,973",G,"29,114,676",G,"9,317,567",G,"22,331,449",G,"13,790,144",G,"17,141,316",G,"21,873,363",G,"12,575,306",G,"13,403,076",G,"8,638,888",G,"9,735,981",G,"12,926,941",G,"39,673,962",G,"12,011,871",G,"16,798,225",G,"20,349,782",G,"11,109,953",G,"8,701,977",G,"38,743,701",G,"11,360,315",G,"13,502,933",G,"12,152,466",G,"7,761,714",G,"12,464,153",G,"33,249,952",G,"10,686,745",G,"33,287,424",G,"26,146,101",G,"6,022,422",G,"19,448,172",G,"18,452,130",G,"44,578,916",G,"32,314,751",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","31,710",G,843,H,"3,768",H,"2,310",G,"1,598",G,"9,904",J,262,H,"13,073",G,793,J,"85,404",H,"6,278",G,"1,912",G,"28,394",G,"2,757",G,"28,322",H,"4,215",J,"21,605",G,891,H,"35,348",G,0,N,"5,487",G,"6,287",G,"8,369",H,353,J,"14,866",H,"2,858",G,"7,167",G,"7,867",H,"2,839",H,0,N,"3,484",G,998,J,"1,204",G,"12,032",G,499,J,"18,975",G,973,J,"3,097",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","756,122",G,"771,277",G,"44,908",G,"37,652",G,"21,207",H,"166,513",H,"1,660,701",G,"391,889",G,"35,067",H,"282,331",G,"4,443,406",G,"499,852",G,"420,941",G,"72,619",H,"453,784",H,"3,972",J,"134,889",G,"1,634,144",G,"827,738",G,"19,944",H,"244,633",H,"332,100",G,"839,097",G,"331,498",G,"306,248",G,"143,572",G,"493,445",G,"516,463",G,"118,196",H,"130,709",G,"96,465",H,"322,532",G,"14,709",H,"14,042",H,"13,525",G,"202,469",H,"103,069",H,"1,629,722",G
Business,"Annual payroll ($1,000)",Utilities,"171,611",H,"277,453",H,"41,677",H,"102,760",G,"89,215",G,"93,943",G,"426,417",G,"63,748",H,"17,526",G,"87,393",J,"208,652",G,"119,564",J,"249,590",H,"68,150",J,"51,576",G,"101,145",J,"172,087",G,"1,238,042",G,"206,729",H,"3,458",J,"89,319",H,"299,015",H,"107,725",H,"131,580",H,"324,863",G,"83,853",G,"195,681",G,"55,696",G,"176,435",J,"236,796",H,"170,763",G,"38,051",H,"356,895",J,"72,584",J,"34,438",G,"119,343",H,"112,093",H,"276,188",G
Business,"Annual payroll ($1,000)",Construction,"912,189",G,"1,167,935",G,"899,004",G,"1,273,707",G,"994,091",G,"1,567,405",G,"1,954,637",G,"1,154,509",G,"1,346,528",H,"1,103,271",G,"1,309,667",G,"1,584,607",G,"887,729",G,"2,043,541",G,"321,819",G,"590,861",G,"1,322,168",G,"2,377,467",G,"935,569",G,"1,353,108",H,"2,140,058",G,"971,632",H,"604,303",G,"2,206,138",G,"1,041,185",G,"1,135,303",G,"1,440,259",G,"662,512",G,"1,892,901",G,"1,531,511",G,"1,434,848",G,"1,892,477",G,"2,331,269",G,"248,658",G,"1,603,020",G,"2,100,782",G,"1,891,671",G,"2,246,039",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,395,557",G,"911,439",H,"1,663,446",G,"1,291,762",G,"1,073,721",G,"2,765,776",G,"330,006",G,"1,203,010",G,"1,496,188",G,"1,531,246",G,"996,562",G,"3,779,716",H,"2,204,238",G,"4,069,278",G,"833,648",G,"686,558",G,"1,730,547",G,"2,554,465",G,"882,837",G,"363,403",G,"718,692",G,"1,063,987",G,"901,893",G,"1,611,917",G,"1,319,925",G,"1,321,563",G,"1,897,606",G,"369,061",G,"2,183,438",G,"1,116,178",G,"950,283",G,"3,926,550",H,"3,119,337",H,"329,855",G,"2,876,314",G,"3,750,689",G,"845,045",G,"1,786,670",G
Business,"Annual payroll ($1,000)","Wholesale trade","699,970",G,"629,142",G,"503,092",H,"1,377,629",H,"282,713",G,"1,220,589",G,"2,382,294",G,"612,392",G,"1,136,344",G,"796,662",G,"1,319,579",G,"1,262,230",G,"731,291",G,"580,225",G,"507,377",G,"606,748",G,"573,394",G,"3,626,952",G,"855,147",G,"366,257",H,"1,017,153",G,"550,123",G,"445,226",G,"2,347,639",G,"478,479",G,"1,182,257",G,"637,831",G,"597,377",H,"1,634,392",G,"1,286,577",G,"423,868",G,"2,874,041",G,"3,499,291",G,"214,022",G,"1,508,803",G,"1,032,865",G,"3,162,272",G,"2,197,436",G
Business,"Annual payroll ($1,000)","Retail trade","1,398,187",G,"1,136,016",G,"1,184,046",G,"1,731,916",G,"936,470",G,"1,163,049",G,"1,505,107",G,"929,990",G,"1,098,574",G,"1,176,160",G,"1,427,595",G,"1,519,299",G,"1,318,573",G,"1,072,344",G,"1,138,480",G,"1,136,802",G,"1,684,062",H,"1,145,442",G,"1,331,242",G,"1,274,770",G,"1,794,458",G,"1,294,578",G,"866,448",G,"2,683,896",G,"1,361,213",G,"1,054,661",G,"1,259,872",G,"1,020,425",G,"885,215",G,"1,297,115",G,"1,200,899",G,"1,408,419",G,"1,037,374",G,"908,603",G,"1,271,421",G,"1,327,221",G,"2,390,159",G,"1,777,186",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","671,608",G,"623,279",H,"201,092",G,"369,353",G,"382,931",G,"1,001,148",G,"574,913",G,"322,130",G,"965,013",H,"464,001",G,"770,352",G,"860,598",G,"978,511",H,"543,646",G,"523,287",G,"862,070",G,"410,209",G,"3,185,458",H,"697,348",G,"164,051",G,"568,339",H,"335,531",G,"692,312",G,"5,058,438",H,"416,400",H,"872,065",H,"547,902",H,"1,300,200",G,"1,311,320",G,"2,867,000",H,"265,718",G,"861,540",G,"1,707,413",G,"368,872",H,"1,545,452",G,"1,423,936",G,"396,135",G,"527,349",H
Business,"Annual payroll ($1,000)",Information,"189,128",G,"531,899",H,"514,564",G,"2,205,152",G,"83,438",G,"990,680",H,"1,307,680",G,"132,559",H,"262,170",G,"1,937,837",H,"150,224",G,"396,232",G,"173,801",G,"77,737",H,"193,108",G,"322,174",H,"147,787",H,"799,622",G,"241,252",G,"302,104",H,"661,343",G,"174,699",H,"111,035",G,"1,367,348",G,"107,448",G,"165,954",G,"113,925",G,"98,294",G,"139,897",H,"2,107,024",H,"207,225",G,"2,376,088",G,"1,156,982",G,"123,855",G,"1,041,058",H,"128,323",G,"5,750,841",G,"872,177",H
Business,"Annual payroll ($1,000)","Finance and insurance","626,800",G,"695,536",H,"1,005,129",G,"6,038,175",G,"233,301",G,"1,168,291",H,"3,262,599",G,"337,663",G,"273,302",G,"739,174",G,"558,818",G,"1,868,940",G,"812,408",G,"518,574",H,"367,511",H,"443,132",H,"677,790",G,"3,557,117",G,"717,422",G,"4,162,340",H,"1,473,563",G,"648,545",G,"454,058",G,"5,205,957",G,"830,999",G,"1,685,119",H,"470,654",G,"282,890",H,"288,873",G,"4,277,992",G,"401,561",G,"4,852,240",H,"1,408,855",H,"220,927",H,"1,130,524",H,"456,724",G,"4,445,646",G,"3,075,992",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","233,737",G,"257,992",G,"225,931",G,"542,331",G,"74,566",G,"345,929",G,"662,189",G,"218,779",G,"253,982",G,"341,529",G,"474,544",G,"365,539",G,"168,933",G,"309,650",G,"109,151",G,"190,481",G,"225,365",G,"960,062",H,"221,806",G,"288,514",G,"423,011",G,"205,476",G,"349,199",H,"1,460,178",G,"176,158",G,"312,155",G,"336,988",G,"164,261",H,"190,021",G,"1,499,199",G,"192,427",G,"935,172",G,"381,916",G,"139,435",H,"430,496",G,"297,681",G,"1,570,748",G,"986,177",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","772,061",G,"1,673,200",G,"1,091,215",G,"5,028,188",G,"223,356",G,"2,124,504",G,"4,811,248",G,"1,027,275",G,"963,141",G,"1,425,888",G,"638,540",G,"2,119,550",G,"523,858",G,"762,484",G,"307,677",G,"533,341",G,"1,806,942",H,"6,197,228",G,"522,840",G,"1,781,124",H,"3,418,430",H,"1,201,981",G,"612,973",G,"4,283,177",G,"870,995",H,"914,498",G,"726,278",G,"266,160",G,"874,551",G,"6,728,290",G,"705,061",G,"4,636,614",G,"3,018,283",G,"206,026",G,"1,799,404",G,"2,162,079",G,"11,135,968",G,"4,828,123",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","274,965",H,"4,014,969",G,"217,376",H,"2,680,805",G,"53,306",H,"1,784,891",G,"3,662,466",H,"643,517",G,"814,267",H,"416,126",H,"1,141,777",J,"1,287,711",H,"191,744",H,"212,714",H,"162,636",H,"218,123",G,"177,673",G,"6,152,379",G,"132,915",G,"907,162",H,"774,537",H,"649,340",G,"152,453",J,"2,752,507",H,"378,437",G,"570,703",G,"93,401",G,"49,123",H,"310,562",H,"2,106,833",G,"238,318",H,"2,208,809",G,"1,765,937",H,"30,461",H,"1,062,109",H,"296,530",G,"1,556,304",H,"5,044,471",J
